Material Name,Density (tonne/mm³),Young's Modulus (MPa),Shear Modulus (MPa),Bulk Modulus (MPa),Poisson's Ratio,Yield Stress (MPa),Ultimate Stress (MPa),Elongation (%),CTE (1/C),Yield Offset (%)
STEEL CARBON A242-2 INTERLAKE COR-TEN B PLATE BAR .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 NATIONAL COR-TEN B PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 NATIONAL NAX-W50 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-2 OREGON PLATE TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-2 OREGON PLATE .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-2 OREGON PLATE 1.5-3 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-2 PHOENIX PLATE TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A242-2 PHOENIX PLATE .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 PHOENIX PLATE 1.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 REPUBLIC DURA-PLATE 50 PLATE 4 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,16.000,1.1340E-11,0.2000
STEEL CARBON A242-2 REPUBLIC DURA-PLATE 50 ST PLATE TO 2 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,25.000,1.1340E-11,0.2000
STEEL CARBON A242-2 SHARON N-A-X PLATE .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-2 SHARON N-A-X FINE GRAIN PLATE .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-2 SHARON COR-TEN B PLATE .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A242-2 USS COR-TEN B PLATE BAR 4 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A242-2 USS COR-TEN C PLATE BAR 1 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,5.5158E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A283 GRADE A PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.6547E+02,3.4474E+02,30.000,1.1340E-11,0.2000
STEEL CARBON A283 GRADE B PLATE BAR,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.8616E+02,3.7921E+02,28.000,1.1340E-11,0.2000
STEEL CARBON A283 GRADE C PLATE BAR,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.0684E+02,4.1369E+02,25.000,1.1340E-11,0.2000
STEEL CARBON A283 GRADE D PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.2753E+02,4.5505E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A284 GRADE C PLATE 12 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.0684E+02,4.1369E+02,25.000,1.1340E-11,0.2000
STEEL CARBON A284 GRADE D PLATE 8 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.2753E+02,4.1369E+02,24.000,1.1340E-11,0.2000
STEEL CARBON A284 STEEL SHEEL PILING,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.6890E+02,4.8263E+02,17.000,1.1340E-11,0.2000
STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR 1.5-4 IN,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A441 HSLA STRUCTURAL MN-V PLATE BAR 4-8 IN,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,4.1369E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR .75-1.5 IN,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,19.000,1.1340E-11,0.2000
STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR 1.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,24.000,1.1340E-11,0.2000
STEEL CARBON A441 ARMCO HIGH STRENGTH B PLATE BAR 4-8 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,4.1369E+02,24.000,1.1340E-11,0.2000
STEEL CARBON A441 INTERLAKE I50Z0 PLATE BAR .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A441 J&L JALTEN #1 PLATE .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A441 OREGON PLATE TO .75 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A441 OREGON PLATE .75-1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A441 OREGON PLATE 1.5-3 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A441 REPUBLIC PLATE BAR,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A514 WQ&T  1/4 IN. PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,7.8600E+02,8.2737E+02,22.000,1.1700E-11,0.2000
STEEL CARBON A514 WQ&T  1/2 IN. PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,7.7911E+02,8.3427E+02,29.000,1.1700E-11,0.2000
STEEL CARBON A514 WQ&T   1      IN. PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,7.7911E+02,8.4116E+02,21.000,1.1700E-11,0.2000
STEEL CARBON A529 PLATE BAR 1/2 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.9987E+02,19.000,1.1340E-11,0.2000
STEEL CARBON A537 WQ&T 3/4 IN. TEMP=R.T.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,6.2053E+02,30.000,1.1700E-11,0.2000
STEEL CARBON A537 WQ&T 3/4 IN. TEMP=200F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.9990E+02,5.8605E+02,25.000,1.1700E-11,0.2000
STEEL CARBON A537 WQ&T 3/4 IN. TEMP=400F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.6542E+02,5.8605E+02,25.000,1.1700E-11,0.2000
STEEL CARBON A537 WQ&T 3/4 IN. TEMP=600F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.2405E+02,6.2053E+02,26.000,1.1700E-11,0.2000
STEEL CARBON A537 WQ&T 3/4 IN. TEMP=800F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.9647E+02,5.3090E+02,27.000,1.1700E-11,0.2000
STEEL CARBON A537 WQ&T 3/4 IN. TEMP=1000F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4821E+02,3.7232E+02,28.000,1.1700E-11,0.2000
STEEL CARBON A537 WQ&T 3/4 IN. TEMP=1200F,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,1.6547E+02,2.4821E+02,19.000,1.1700E-11,0.2000
STEEL CARBON A570 MCLOUTH M35SO PLATE .475 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4132E+02,3.6542E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A570 MCLOUTH M35SK PLATE .475 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4132E+02,3.5853E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A570 MCLOUTH M40SO PLATE .475 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,3.7921E+02,20.000,1.1340E-11,0.2000
STEEL CARBON A570 MCLOUTH M40SK PLATE .475 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,3.7921E+02,20.000,1.1340E-11,0.2000
STEEL CARBON A570 MCLOUTH M45SO PLATE .475 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,4.1369E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A570 MCLOUTH M45SK PLATE .475 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,4.1369E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A570 NATIONAL NSQ GRADE 35 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4132E+02,3.4474E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A570 NATIONAL NSQ GRADE 40 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,3.7921E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A570 NATIONAL NSQ GRADE 45 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,4.1369E+02,19.000,1.1340E-11,0.2000
STEEL CARBON A570 NATIONAL NSQ GRADE 50 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.4816E+02,17.000,1.1340E-11,0.2000
STEEL CARBON A570 NATIONAL NSQ GRADE 55 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.7921E+02,4.8263E+02,15.000,1.1340E-11,0.2000
STEEL CARBON A570 REPUBLIC P45 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,4.1369E+02,19.000,1.1340E-11,0.2000
STEEL CARBON A570 REPUBLIC P50 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.4816E+02,17.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 035SK PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4132E+02,3.6542E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 035SO PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4132E+02,3.6542E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 040SK PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,3.7921E+02,20.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 040SO PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.7579E+02,3.7921E+02,20.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 045SK PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,4.1369E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 045SO PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,4.1369E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 050SK PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.4816E+02,17.000,1.1340E-11,0.2000
STEEL CARBON A570 W-P 050SO PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.4816E+02,17.000,1.1340E-11,0.2000
STEEL CARBON A572 GR. 42 TYPE 1-CB PLATE BAR SHEET PILING,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.1369E+02,24.000,1.1340E-11,0.2000
STEEL CARBON A572 GR. 50 TYPE 2-V PLATE BAR SHEET PILING,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.4816E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A572 GR. 60 TYPE 3-CB+V PLATE BAR SHEET PILING,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,5.1711E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A572 GR. 65 TYPE 4-V+N PLATE BAR SHEET PILING,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.4816E+02,5.5158E+02,17.000,1.1340E-11,0.2000
STEEL CARBON A573 GRADE 58 PLATE 1.5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.2063E+02,4.4471E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A573 GRADE 65 PLATE 1.5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.4132E+02,4.8953E+02,20.000,1.1340E-11,0.2000
STEEL CARBON A573 GRADE 70 PLATE 1.5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,5.5158E+02,18.000,1.1340E-11,0.2000
STEEL CARBON A588 HSLA STRUCTURAL STEEL PLATE BAR TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 HSLA STRUCTURAL STEEL PLATE BAR 4-5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,4.6195E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 HSLA STRUCTURAL STEEL PLATE BAR 5-8 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,4.3437E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 INLAND COR-TEN B PLATE BAR 4 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 INTERLAKE COR-TEN B PLATE BAR .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 J&L NICUTI PLATE .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 LUKENS PLATE BAR 8 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 NATIONAL NAX-W50 PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A588 NATIONAL COR-TEN B PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A588 OREGON PLATE 3 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 PHOENIX PLATE 3 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A588 REPUBLIC DURA-PLATE 50 4 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,16.000,1.1340E-11,0.2000
STEEL CARBON A588 REPUBLIC DURA-PLATE 60 .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,5.1711E+02,16.000,1.1340E-11,0.2000
STEEL CARBON A588 REPUBLIC DURA-PLATE 65 .5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.4816E+02,5.5158E+02,16.000,1.1340E-11,0.2000
STEEL CARBON A588 REPUBLIC DURA-PLATE 70 .375 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.8263E+02,5.8605E+02,15.000,1.1340E-11,0.2000
STEEL CARBON A588 SHARON COR-TEN B PLATE,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A588 USS COR-TEN B PLATE BAR 8 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,4.8263E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. A PLATE BAR 4 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,5.0332E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. C PLATE BAR TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. C PLATE BAR 2.5 TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. D PLATE BAR TO 1.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. D PLATE BAR 1.5 TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. D PLATE BAR 2.5 TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. E PLATE BAR TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,6.2053E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 GR. E PLATE BAR 4 TO 8 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.7921E+02,5.8605E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO LTM-N PLATE 2 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,5.0332E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO CT-50N PLATE TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO CT-50N PLATE 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO CT-46N PLATE 4-6 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO LO-TEMP PLATE TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO LO-TEMP PLATE 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO VNT-N PLATE TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,6.2053E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A633 ARMCO VNT-N PLATE 4-6 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.7921E+02,5.8605E+02,21.000,1.1340E-11,0.2000
STEEL CARBON A633 BETHLEHEM RQC-60 PLATE TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A633 BETHLEHEM RQC-60 PLATE 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1026E+02,5.1711E+02,22.000,1.1340E-11,0.2000
STEEL CARBON A633 LUKENS GR. A PLATE 4 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,5.0332E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 LUKENS GR. C PLATE TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 LUKENS GR. C PLATE 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 LUKENS GR. D PLATE TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 LUKENS GR. D PLATE 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 LUKENS GR. E PLATE TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,6.2053E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 LUKENS GR. E PLATE 4-6 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.7921E+02,5.8605E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 OREGON GR. A PLATE 3 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,5.0332E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 OREGON GR. C PLATE 2.5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 OREGON GR. D PLATE 2.5 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 OREGON GR. E PLATE 3 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,6.2053E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 PHOENIX GR. A PLATE 4 IN. MAX,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,5.0332E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 PHOENIX GR. C PLATE TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 PHOENIX GR. C PLATE 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 PHOENIX GR. D PLATE TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 PHOENIX GR. D PLATE 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 PHOENIX GR. E PLATE TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,4.1369E+02,6.2053E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 PHOENIX GR. E PLATE 4-6 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.7921E+02,5.8605E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 USS GR. A PLATE BAR TO 4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.8958E+02,5.0332E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 USS GR. A PLATE BAR 4-8 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,2.6200E+02,4.8263E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 USS GR. C PLATE BAR TO 2.5 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.4474E+02,5.5158E+02,23.000,1.1340E-11,0.2000
STEEL CARBON A633 USS GR. C PLATE BAR 2.5-4 IN.,7.8334E-09,2.0684E+05,8.0172E+04,1.6416E+05,0.2900,3.1716E+02,5.1711E+02,23.000,1.1340E-11,0.2000
