Material Name,Density (tonne/mm³),Young's Modulus (MPa),Shear Modulus (MPa),Bulk Modulus (MPa),Poisson's Ratio,Yield Stress (MPa),Ultimate Stress (MPa),Elongation (%),CTE (1/C),Yield Offset (%)
ALUMINUM PURE 99.996 ANNEALED,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.2411E+01,4.8263E+01,50.000,2.3760E-11,0.2000
ALUMINUM PURE 99.45-O CONDITION,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.7579E+01,8.2737E+01,30.000,2.3760E-11,0.2000
ALUMINUM PURE-H12 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,8.2737E+01,9.6527E+01,8.000,2.3760E-11,0.2000
ALUMINUM PURE-H16 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.1032E+02,1.2411E+02,4.000,2.3760E-11,0.2000
ALUMINUM 1060-O SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.7579E+01,6.8948E+01,43.000,2.3580E-11,0.2000
ALUMINUM 1060-H12 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,7.5842E+01,8.2737E+01,16.000,2.3580E-11,0.2000
ALUMINUM 1060-H18 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.2411E+02,1.3100E+02,6.000,2.3580E-11,0.2000
ALUMINUM 1100-O SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,3.4474E+01,9.6527E+01,35.000,2.3580E-11,0.2000
ALUMINUM 1100-H14 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.1721E+02,1.2411E+02,13.000,2.3580E-11,0.2000
ALUMINUM 1100-H18 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.7926E+02,1.9305E+02,6.000,2.3580E-11,0.2000
ALUMINUM 2011-T3 BAR,2.8233E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.9647E+02,3.7921E+02,15.000,2.2860E-11,0.2000
ALUMINUM 2011-T8 BAR,2.8233E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,3.1026E+02,4.0679E+02,12.000,2.2860E-11,0.2000
ALUMINUM 2014-O BAR,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,9.6527E+01,1.8616E+02,18.000,2.3040E-11,0.2000
ALUMINUM 2014-T6 SHEET,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,4.6884E+02,5.1021E+02,10.000,2.3040E-11,0.2000
ALUMINUM 2014-T651,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,4.3782E+02,4.7574E+02,10.200,2.3040E-11,0.2000
ALUMINUM 2017-O BAR,2.7957E-09,7.2395E+04,2.7216E+04,7.0975E+04,0.3300,6.8948E+01,1.7926E+02,22.000,2.3580E-11,0.2000
ALUMINUM 2017-T4 BAR,2.7957E-09,7.2395E+04,2.7216E+04,7.0975E+04,0.3300,2.7579E+02,4.2748E+02,22.000,2.3580E-11,0.2000
ALUMINUM 2021-O SHEET,2.8510E-09,7.3774E+04,2.7735E+04,7.2327E+04,0.3300,6.8948E+01,1.6547E+02,23.000,2.2680E-11,0.2000
ALUMINUM 2021-T31 SHEET,2.8510E-09,7.3774E+04,2.7735E+04,7.2327E+04,0.3300,2.7579E+02,4.1369E+02,20.000,2.2680E-11,0.2000
ALUMINUM 2021-T81 PLATE,2.8510E-09,7.3774E+04,2.7735E+04,7.2327E+04,0.3300,4.3437E+02,5.0332E+02,9.000,2.2680E-11,0.2000
ALUMINUM 2021-T8151,2.8510E-09,7.3774E+04,2.7735E+04,7.2327E+04,0.3300,4.5919E+02,5.1297E+02,8.000,2.2680E-11,0.2000
ALUMINUM 2024-O SHEET,2.7680E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,7.5842E+01,1.8616E+02,12.000,2.3220E-11,0.2000
ALUMINUM 2024-T3 SHEET,2.7680E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.5163E+02,4.6884E+02,18.000,2.3220E-11,0.2000
ALUMINUM 2024-T4 SHEET,2.7680E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.2405E+02,4.6884E+02,15.000,2.3220E-11,0.2000
ALUMINUM 2024-T851 PLATE,2.7680E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,4.6884E+02,4.9642E+02,8.000,2.3220E-11,0.2000
ALUMINUM 2025-T6 PLATE,2.7957E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,2.5511E+02,3.9990E+02,19.000,2.2680E-11,0.2000
ALUMINUM 2219-O SHEET,2.8233E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,7.5842E+01,1.7237E+02,18.000,2.2320E-11,0.2000
ALUMINUM 2219-T31 SHEET,2.8233E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.1026E+02,3.8611E+02,17.000,2.2320E-11,0.2000
ALUMINUM 2219-T62 SHEET,2.8233E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,2.6890E+02,4.0679E+02,9.000,2.2320E-11,0.2000
ALUMINUM 2219-T851 SHEET,2.8233E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.5163E+02,4.5505E+02,10.000,2.2320E-11,0.2000
ALUMINUM 2219-T851,2.8233E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.7094E+02,4.6609E+02,11.000,2.2320E-11,0.2000
ALUMINUM 2618-T6 SHEET,2.7680E-09,7.2395E+04,2.7216E+04,7.0975E+04,0.3300,3.8611E+02,4.2058E+02,6.000,2.2140E-11,0.2000
ALUMINUM 3003-O SHEET,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,4.1369E+01,1.1032E+02,30.000,2.3220E-11,0.2000
ALUMINUM 3003-H12 SHEET,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.2411E+02,1.3100E+02,10.000,2.3220E-11,0.2000
ALUMINUM 3003-H14,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.4548E+02,1.5789E+02,16.800,2.3220E-11,0.2000
ALUMINUM 3003-H18 SHEET,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.8616E+02,1.9995E+02,4.000,2.3220E-11,0.2000
ALUMINUM 3004-O SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,6.8948E+01,1.7926E+02,20.000,2.3940E-11,0.2000
ALUMINUM 3004-H32 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.7237E+02,2.1374E+02,10.000,2.3940E-11,0.2000
ALUMINUM 3004-H34 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.9995E+02,2.4132E+02,9.000,2.3940E-11,0.2000
ALUMINUM 3004-H38 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.4821E+02,2.8269E+02,5.000,2.3940E-11,0.2000
ALUMINUM 4032-T6,2.6850E-09,7.8600E+04,2.9549E+04,7.7059E+04,0.3300,3.1716E+02,3.7921E+02,9.000,1.9440E-11,0.2000
ALUMINUM 5050-O SHEET,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,5.5158E+01,1.4479E+02,24.000,2.3760E-11,0.2000
ALUMINUM 5050-H32 SHEET,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.4479E+02,1.7237E+02,9.000,2.3760E-11,0.2000
ALUMINUM 5050-H34 SHEET,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.6547E+02,1.9305E+02,8.000,2.3760E-11,0.2000
ALUMINUM 5050-H38 SHEET,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.9995E+02,2.2063E+02,6.000,2.3760E-11,0.2000
ALUMINUM 5052-O SHEET,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,8.9632E+01,1.9305E+02,25.000,2.3760E-11,0.2000
ALUMINUM 5052-O,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,8.2737E+01,1.9305E+02,30.000,2.3760E-11,0.2000
ALUMINUM 5052-H34 SHEET,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.1374E+02,2.6200E+02,10.000,2.3760E-11,0.2000
ALUMINUM 5052-H38 SHEET,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.6200E+02,3.0337E+02,9.000,2.3760E-11,0.2000
ALUMINUM 5083-O SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.5168E+02,3.0337E+02,23.000,2.3760E-11,0.2000
ALUMINUM 5083-O,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.4065E+02,3.2267E+02,19.500,2.3760E-11,0.2000
ALUMINUM 5083-H12 SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,3.0337E+02,3.5853E+02,10.000,2.3760E-11,0.2000
ALUMINUM 5083-H32 SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.6200E+02,3.5163E+02,12.000,2.3760E-11,0.2000
ALUMINUM 5083-H34 SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,3.1026E+02,3.7232E+02,11.000,2.3760E-11,0.2000
ALUMINUM 5083-H321,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.3511E+02,3.3509E+02,15.000,2.3760E-11,0.2000
ALUMINUM 5086-O SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.3100E+02,2.8269E+02,24.000,2.3760E-11,0.2000
ALUMINUM 5086-O,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.1721E+02,2.6200E+02,30.000,2.3760E-11,0.2000
ALUMINUM 5086-H32 PLATE,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.0684E+02,3.1026E+02,16.000,2.3760E-11,0.2000
ALUMINUM 5086-H34 SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.6200E+02,3.4474E+02,13.000,2.3760E-11,0.2000
ALUMINUM 5086-H34 PLATE,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.6200E+02,3.5163E+02,12.000,2.3760E-11,0.2000
ALUMINUM 5154-O SHEET,2.6573E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,1.1032E+02,2.4132E+02,26.000,2.3940E-11,0.2000
ALUMINUM 5154-H32 SHEET,2.6573E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.1374E+02,2.8269E+02,14.000,2.3940E-11,0.2000
ALUMINUM 5154-H34 SHEET,2.6573E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.6200E+02,3.1716E+02,10.000,2.3940E-11,0.2000
ALUMINUM 5154-H38 SHEET,2.6573E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.9647E+02,3.3784E+02,10.000,2.3940E-11,0.2000
ALUMINUM 5454-O SHEET,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,1.1032E+02,2.6200E+02,22.000,2.3580E-11,0.2000
ALUMINUM 5454-O,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,1.1514E+02,2.4683E+02,24.500,2.3580E-11,0.2000
ALUMINUM 5454-H32 SHEET,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.2063E+02,2.7579E+02,11.000,2.3580E-11,0.2000
ALUMINUM 5454-H32,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,1.9926E+02,2.8200E+02,15.700,2.3580E-11,0.2000
ALUMINUM 5454-H34 SHEET,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.7579E+02,3.1716E+02,11.000,2.3580E-11,0.2000
ALUMINUM 5454-H32 PLATE,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.6200E+02,2.7579E+02,16.000,2.3580E-11,0.2000
ALUMINUM 5456-O SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.7237E+02,3.3784E+02,22.000,2.3940E-11,0.2000
ALUMINUM 5456-O,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.5996E+02,3.3784E+02,21.800,2.3940E-11,0.2000
ALUMINUM 5456-H24 SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.8269E+02,3.7232E+02,13.000,2.3940E-11,0.2000
ALUMINUM 5456-H321 SHEET,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.5511E+02,3.5163E+02,16.000,2.3940E-11,0.2000
ALUMINUM 5456-H321 PLATE,2.6573E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,2.3442E+02,3.8611E+02,14.000,2.3940E-11,0.2000
ALUMINUM 6061-O SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,5.5158E+01,1.2411E+02,25.000,2.3580E-11,0.2000
ALUMINUM 6061-T6 SHEET THICK,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.8269E+02,3.1026E+02,14.000,2.3580E-11,0.2000
ALUMINUM 6061-T6 SHEET THIN,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.9647E+02,3.2405E+02,12.000,2.3580E-11,0.2000
ALUMINUM 6061-T6,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.9096E+02,3.0957E+02,16.500,2.3580E-11,0.2000
ALUMINUM 6061-T651 PLATE,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.6890E+02,2.8958E+02,16.000,2.3580E-11,0.2000
ALUMINUM 6063-O SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,4.8263E+01,8.9632E+01,25.000,2.3400E-11,0.2000
ALUMINUM 6063-T4 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,8.9632E+01,1.7237E+02,22.000,2.3400E-11,0.2000
ALUMINUM 6063-T6 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.1374E+02,2.4132E+02,12.000,2.3400E-11,0.2000
ALUMINUM 6063-T6,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.1374E+02,2.4132E+02,18.000,2.3400E-11,0.2000
ALUMINUM 6063-T832 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.6890E+02,2.8958E+02,12.000,2.3400E-11,0.2000
ALUMINUM 6066-O SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,8.2737E+01,1.5168E+02,20.000,2.3220E-11,0.2000
ALUMINUM 6066-T4 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.0684E+02,3.5853E+02,15.000,2.3220E-11,0.2000
ALUMINUM 6066-T6 SHEET,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,3.5163E+02,4.0679E+02,12.000,2.3220E-11,0.2000
ALUMINUM X7005-O SHEET,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,8.2737E+01,1.9305E+02,20.000,2.3760E-11,0.2000
ALUMINUM X7005-T6 SHEET,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,3.1716E+02,3.5853E+02,14.000,2.3760E-11,0.2000
ALUMINUM 7005-T5351,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,3.7921E+02,4.2748E+02,15.000,2.3760E-11,0.2000
ALUMINUM 7039-O SHEET,2.7957E-09,6.9637E+04,2.6179E+04,6.8272E+04,0.3300,1.0342E+02,2.2753E+02,22.000,2.3400E-11,0.2000
ALUMINUM 7039-T6 SHEET,2.7957E-09,6.9637E+04,2.6179E+04,6.8272E+04,0.3300,3.7921E+02,4.3437E+02,12.000,2.3400E-11,0.2000
ALUMINUM 7039-T61 PLATE,2.7957E-09,6.9637E+04,2.6179E+04,6.8272E+04,0.3300,3.3095E+02,3.9990E+02,14.000,2.3400E-11,0.2000
ALUMINUM 7049-T73 DIE FORGINGS,2.8233E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,4.2058E+02,4.8953E+02,7.000,2.3400E-11,0.2000
ALUMINUM 7049-T73511 EXTRUSIONS,2.8233E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,4.2748E+02,4.9642E+02,7.000,2.3400E-11,0.2000
ALUMINUM 7049-T75511 EXTRUSIONS,2.8233E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,4.7574E+02,5.3090E+02,7.000,2.3400E-11,0.2000
ALUMINUM 7050-T73652 HAND FORGING,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,4.1369E+02,4.8263E+02,9.000,2.3400E-11,0.2000
ALUMINUM 7050-T736 DIE FORGINGS,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,4.1369E+02,4.8263E+02,7.000,2.3400E-11,0.2000
ALUMINUM 7075-O SHEET,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.0342E+02,2.2753E+02,17.000,2.3580E-11,0.2000
ALUMINUM 7075-T6 SHEET,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,5.2400E+02,5.7226E+02,11.000,2.3580E-11,0.2000
ALUMINUM 7075-T651 PLATE,2.7957E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,5.2400E+02,5.8605E+02,10.000,2.3580E-11,0.2000
ALUMINUM 7075-T73 SHEET,2.7957E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,4.3437E+02,4.9642E+02,11.000,2.3580E-11,0.2000
ALUMINUM 7076-T61,2.8233E-09,6.6879E+04,2.5143E+04,6.5568E+04,0.3300,4.1369E+02,4.8263E+02,14.000,2.1600E-11,0.2000
ALUMINUM 7079-O SHEET,2.7403E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,1.0342E+02,2.2753E+02,17.000,2.3580E-11,0.2000
ALUMINUM 7079-T6 SHEET,2.7403E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,4.8263E+02,5.3090E+02,11.000,2.3580E-11,0.2000
ALUMINUM 7079-T651 PLATE,2.7403E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,5.3090E+02,5.7916E+02,10.000,2.3580E-11,0.2000
ALUMINUM 7178-O SHEET,2.8233E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,1.0342E+02,2.2753E+02,15.000,2.3400E-11,0.2000
ALUMINUM 7178-T6 SHEET,2.8233E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,5.1711E+02,5.7916E+02,11.000,2.3400E-11,0.2000
ALUMINUM 7178-T76 PLATE,2.8233E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,4.9642E+02,5.5848E+02,11.000,2.3400E-11,0.2000
ALUMINUM 7178-T651 PLATE,2.8233E-09,7.1705E+04,2.6957E+04,7.0300E+04,0.3300,5.7916E+02,6.4811E+02,9.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 1060 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.7579E+01,6.8948E+01,43.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 1060 H14,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,8.9632E+01,9.6527E+01,12.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 1060 H18,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.2411E+02,1.3100E+02,6.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 1100 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,3.4474E+01,8.9632E+01,35.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 1100 H14,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.1721E+02,1.2411E+02,9.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 1100 H18,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.5168E+02,1.6547E+02,5.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 1350 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.7579E+01,8.2737E+01,23.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 1350 H19,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.6547E+02,1.8616E+02,1.500,2.3760E-11,0.2000
ALUMINUM WROUGHT 2011 T3,3.0171E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.9647E+02,3.7921E+02,15.000,2.2860E-11,0.2000
ALUMINUM WROUGHT 2011 T8,3.0171E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,3.1026E+02,4.0679E+02,12.000,2.2860E-11,0.2000
ALUMINUM WROUGHT 2014 O,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,9.6527E+01,1.6547E+02,18.000,2.3040E-11,0.2000
ALUMINUM WROUGHT 2014 T6,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,4.6884E+02,5.1021E+02,10.000,2.3040E-11,0.2000
ALUMINUM WROUGHT 2017 O,2.7957E-09,7.2395E+04,2.7216E+04,7.0975E+04,0.3300,6.8948E+01,1.7926E+02,22.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 2017 T4,2.7957E-09,7.2395E+04,2.7216E+04,7.0975E+04,0.3300,2.7579E+02,4.2748E+02,22.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 2024 O,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,7.5842E+01,1.8616E+02,22.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 2024 T3,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.4474E+02,4.8263E+02,18.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 2024 T4 OR T351,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.2405E+02,4.4816E+02,20.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 2024 T361,2.7957E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.9300E+02,4.9642E+02,13.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 2036 T4,2.7680E-09,7.1016E+04,2.6698E+04,6.9624E+04,0.3300,1.9305E+02,3.3784E+02,24.000,2.3400E-11,0.2000
ALUMINUM WROUGHT 2219 O,2.8510E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,7.5842E+01,1.7237E+02,18.000,2.2320E-11,0.2000
ALUMINUM WROUGHT 2219 T31 OR T351,2.8510E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,2.4821E+02,3.5853E+02,17.000,2.2320E-11,0.2000
ALUMINUM WROUGHT 2219 T81 OR T851,2.8510E-09,7.3084E+04,2.7475E+04,7.1651E+04,0.3300,3.5163E+02,4.5505E+02,10.000,2.2320E-11,0.2000
ALUMINUM WROUGHT 3003 O,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,4.1369E+01,1.1032E+02,30.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 3003 H12,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.2411E+02,1.3100E+02,10.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 3003 H14,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.4479E+02,1.5168E+02,8.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 3003 H18,2.7403E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.8616E+02,1.9995E+02,4.000,2.3220E-11,0.2000
ALUMINUM WROUGHT 3004 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,6.8948E+01,1.7926E+02,20.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 3004 H32,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.7237E+02,2.1374E+02,10.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 3004 H34,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.9995E+02,2.4132E+02,9.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 3004 H38,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,2.4821E+02,2.8269E+02,5.000,2.3940E-11,0.2000
ALUMINUM WROUGHT 3105 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,5.5158E+01,1.1721E+02,24.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 3105 H14,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.5168E+02,1.7237E+02,5.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 3105 H18,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.9305E+02,2.1374E+02,3.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 3105 H25,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.5858E+02,1.7926E+02,8.000,2.3580E-11,0.2000
ALUMINUM WROUGHT 4032 T6,2.6850E-09,7.8600E+04,2.9549E+04,7.7059E+04,0.3300,3.1716E+02,3.7921E+02,9.000,1.9440E-11,0.2000
ALUMINUM WROUGHT 5005 O,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,4.1369E+01,1.2411E+02,25.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5005 H14,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.5168E+02,1.5858E+02,6.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5005 H18,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.9305E+02,1.9995E+02,4.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5005 H38,2.7126E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.8616E+02,1.9995E+02,5.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5050 O,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,5.5158E+01,1.4479E+02,24.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5050 H34,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.6547E+02,1.9305E+02,8.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5050 H38,2.6850E-09,6.8948E+04,2.5920E+04,6.7596E+04,0.3300,1.9995E+02,2.2063E+02,6.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5052 O,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,8.9632E+01,1.9305E+02,25.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5052 H34,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.1374E+02,2.6200E+02,10.000,2.3760E-11,0.2000
ALUMINUM WROUGHT 5052 H38,2.6850E-09,7.0327E+04,2.6439E+04,6.8948E+04,0.3300,2.5511E+02,2.8958E+02,7.000,2.3760E-11,0.2000
